OID_,Value,Classvalue,Class_name,Class_From,Class_To,Red,Green,Blue,Alpha,Count,Area
267,589,618,Other Arable Land->Fodder Herb: Irrigated,Other Arable Land,Fodder Herb: Irrigated,157,119,127,255,5.000000000000000,4935.887796840000192
268,590,619,Other Arable Land->Fodder Herb: Rainfed,Other Arable Land,Fodder Herb: Rainfed,130,155,105,255,242.000000000000000,238896.969367000012426
269,592,621,Other Arable Land->Misc-Crop: Rainfed,Other Arable Land,Misc-Crop: Rainfed,152,88,164,255,7.000000000000000,6910.242915580000044
270,593,25,Other Arable Land,Other Arable Land,Other Arable Land,126,89,85,255,5744.000000000000000,5670347.901010000146925
271,595,623,Other Arable Land->Unmanaged Pasture,Other Arable Land,Unmanaged Pasture,140,93,70,255,28.000000000000000,27640.971662299998570
272,596,624,"Other Arable Land->Developed, Open Space",Other Arable Land,"Developed, Open Space",148,62,69,255,150.000000000000000,148076.633904999995138
273,597,625,"Other Arable Land->Developed, Low Intensity",Other Arable Land,"Developed, Low Intensity",149,132,60,255,162.000000000000000,159922.764617999986513
274,598,626,"Other Arable Land->Developed, Medium Intensity",Other Arable Land,"Developed, Medium Intensity",99,112,67,255,297.000000000000000,293191.735132000001613
275,599,627,"Other Arable Land->Developed, High Intensity",Other Arable Land,"Developed, High Intensity",151,124,138,255,163.000000000000000,160909.942176999989897
276,603,631,Other Arable Land->Unmanaged Deciduous Forest,Other Arable Land,Unmanaged Deciduous Forest,179,141,138,255,1.000000000000000,987.177559369000051
277,604,632,Other Arable Land->Unmanaged Evergreen Forest,Other Arable Land,Unmanaged Evergreen Forest,140,75,126,255,3.000000000000000,2961.532678109999779
278,606,634,Other Arable Land->Shrubland,Other Arable Land,Shrubland,82,70,154,255,220.000000000000000,217179.063060999993468
279,607,635,Other Arable Land->Grassland,Other Arable Land,Grassland,71,145,155,255,130.000000000000000,128333.082718000005116
280,608,636,"Other Arable Land->Rock, Ice, Desert",Other Arable Land,"Rock, Ice, Desert",95,158,126,255,89.000000000000000,87858.802783799997997
281,610,638,Other Arable Land->Woody Wetlands,Other Arable Land,Woody Wetlands,94,126,58,255,1.000000000000000,987.177559369000051
282,624,652,Managed Pasture->Fodder Grass: Rainfed,Managed Pasture,Fodder Grass: Rainfed,108,138,103,255,4.000000000000000,3948.710237469999811
283,630,26,Managed Pasture,Managed Pasture,Managed Pasture,172,242,174,255,218.000000000000000,215204.707942000008188
284,649,676,Unmanaged Pasture->Corn: Rainfed,Unmanaged Pasture,Corn: Rainfed,182,153,108,255,1.000000000000000,987.177559369000051
285,651,678,Unmanaged Pasture->Wheat: Rainfed,Unmanaged Pasture,Wheat: Rainfed,86,210,155,255,7.000000000000000,6910.242915580000044
286,654,681,Unmanaged Pasture->Oil Crop: Rainfed,Unmanaged Pasture,Oil Crop: Rainfed,168,223,103,255,1.000000000000000,987.177559369000051
287,656,683,Unmanaged Pasture->Other Grain: Rainfed,Unmanaged Pasture,Other Grain: Rainfed,133,113,172,255,12.000000000000000,11846.130712399999538
288,658,685,Unmanaged Pasture->Fiber Crop: Rainfed,Unmanaged Pasture,Fiber Crop: Rainfed,121,147,185,255,3.000000000000000,2961.532678109999779
289,660,687,Unmanaged Pasture->Fodder Grass: Rainfed,Unmanaged Pasture,Fodder Grass: Rainfed,88,124,96,255,126.000000000000000,124384.372480000005453
290,662,689,Unmanaged Pasture->Fodder Herb: Rainfed,Unmanaged Pasture,Fodder Herb: Rainfed,132,217,143,255,5.000000000000000,4935.887796840000192
291,664,691,Unmanaged Pasture->Misc-Crop: Rainfed,Unmanaged Pasture,Misc-Crop: Rainfed,155,150,201,255,2.000000000000000,1974.355118740000080
292,665,692,Unmanaged Pasture->Other Arable Land,Unmanaged Pasture,Other Arable Land,155,126,123,255,7.000000000000000,6910.242915580000044
293,667,27,Unmanaged Pasture,Unmanaged Pasture,Unmanaged Pasture,131,213,160,255,6423.000000000000000,6340641.463829999789596
294,668,694,"Unmanaged Pasture->Developed, Open Space",Unmanaged Pasture,"Developed, Open Space",150,124,107,255,48.000000000000000,47384.522849699998915
295,669,695,"Unmanaged Pasture->Developed, Low Intensity",Unmanaged Pasture,"Developed, Low Intensity",152,194,97,255,47.000000000000000,46397.345290299999760
296,670,696,"Unmanaged Pasture->Developed, Medium Intensity",Unmanaged Pasture,"Developed, Medium Intensity",102,174,105,255,23.000000000000000,22705.083865500000684
297,671,697,"Unmanaged Pasture->Developed, High Intensity",Unmanaged Pasture,"Developed, High Intensity",154,186,175,255,7.000000000000000,6910.242915580000044
298,678,704,Unmanaged Pasture->Shrubland,Unmanaged Pasture,Shrubland,84,132,191,255,3.000000000000000,2961.532678109999779
299,679,705,Unmanaged Pasture->Grassland,Unmanaged Pasture,Grassland,74,207,193,255,1.000000000000000,987.177559369000051
300,680,706,"Unmanaged Pasture->Rock, Ice, Desert",Unmanaged Pasture,"Rock, Ice, Desert",98,220,163,255,9.000000000000000,8884.598034320000806
301,685,711,"Developed, Open Space->Corn: Rainfed","Developed, Open Space",Corn: Rainfed,170,70,77,255,9.000000000000000,8884.598034320000806
302,687,713,"Developed, Open Space->Wheat: Rainfed","Developed, Open Space",Wheat: Rainfed,74,128,124,255,9.000000000000000,8884.598034320000806
303,692,718,"Developed, Open Space->Other Grain: Rainfed","Developed, Open Space",Other Grain: Rainfed,121,30,141,255,7.000000000000000,6910.242915580000044
304,694,720,"Developed, Open Space->Fiber Crop: Rainfed","Developed, Open Space",Fiber Crop: Rainfed,109,65,154,255,1.000000000000000,987.177559369000051
305,696,722,"Developed, Open Space->Fodder Grass: Rainfed","Developed, Open Space",Fodder Grass: Rainfed,76,41,65,255,44.000000000000000,43435.812612200003059
306,698,724,"Developed, Open Space->Fodder Herb: Rainfed","Developed, Open Space",Fodder Herb: Rainfed,120,135,112,255,3.000000000000000,2961.532678109999779
307,700,726,"Developed, Open Space->Misc-Crop: Rainfed","Developed, Open Space",Misc-Crop: Rainfed,143,67,170,255,2.000000000000000,1974.355118740000080
308,701,727,"Developed, Open Space->Other Arable Land","Developed, Open Space",Other Arable Land,143,44,92,255,4.000000000000000,3948.710237469999811
309,704,28,"Developed, Open Space","Developed, Open Space","Developed, Open Space",107,48,98,255,238693.000000000000000,235632373.178000003099442
310,705,730,"Developed, Open Space->Developed, Low Intensity","Developed, Open Space","Developed, Low Intensity",140,112,66,255,2148.000000000000000,2120457.397520000115037
311,706,731,"Developed, Open Space->Developed, Medium Intensity","Developed, Open Space","Developed, Medium Intensity",90,91,74,255,9108.000000000000000,8991213.210729999467731
312,707,732,"Developed, Open Space->Developed, High Intensity","Developed, Open Space","Developed, High Intensity",142,104,144,255,3005.000000000000000,2966468.565899999812245
313,721,746,"Developed, Low Intensity->Corn: Rainfed","Developed, Low Intensity",Corn: Rainfed,179,113,34,255,2.000000000000000,1974.355118740000080
314,723,748,"Developed, Low Intensity->Wheat: Rainfed","Developed, Low Intensity",Wheat: Rainfed,84,170,81,255,6.000000000000000,5923.065356209999663
315,728,753,"Developed, Low Intensity->Other Grain: Rainfed","Developed, Low Intensity",Other Grain: Rainfed,130,73,99,255,4.000000000000000,3948.710237469999811
316,732,757,"Developed, Low Intensity->Fodder Grass: Rainfed","Developed, Low Intensity",Fodder Grass: Rainfed,85,84,22,255,15.000000000000000,14807.663390499999878
317,734,759,"Developed, Low Intensity->Fodder Herb: Rainfed","Developed, Low Intensity",Fodder Herb: Rainfed,130,177,69,255,2.000000000000000,1974.355118740000080
318,736,761,"Developed, Low Intensity->Misc-Crop: Rainfed","Developed, Low Intensity",Misc-Crop: Rainfed,152,110,128,255,1.000000000000000,987.177559369000051
319,737,762,"Developed, Low Intensity->Other Arable Land","Developed, Low Intensity",Other Arable Land,152,86,50,255,1.000000000000000,987.177559369000051
320,741,29,"Developed, Low Intensity","Developed, Low Intensity","Developed, Low Intensity",126,133,13,255,342393.000000000000000,338002686.084999978542328
321,742,766,"Developed, Low Intensity->Developed, Medium Intensity","Developed, Low Intensity","Developed, Medium Intensity",99,134,31,255,3210.000000000000000,3168839.965570000000298
322,743,767,"Developed, Low Intensity->Developed, High Intensity","Developed, Low Intensity","Developed, High Intensity",151,146,102,255,3670.000000000000000,3622941.642880000174046
323,757,781,"Developed, Medium Intensity->Corn: Rainfed","Developed, Medium Intensity",Corn: Rainfed,188,162,119,255,1.000000000000000,987.177559369000051
324,759,783,"Developed, Medium Intensity->Wheat: Rainfed","Developed, Medium Intensity",Wheat: Rainfed,92,219,166,255,12.000000000000000,11846.130712399999538
325,764,788,"Developed, Medium Intensity->Other Grain: Rainfed","Developed, Medium Intensity",Other Grain: Rainfed,139,122,183,255,3.000000000000000,2961.532678109999779
326,766,790,"Developed, Medium Intensity->Fiber Crop: Rainfed","Developed, Medium Intensity",Fiber Crop: Rainfed,127,156,196,255,2.000000000000000,1974.355118740000080
327,768,792,"Developed, Medium Intensity->Fodder Grass: Rainfed","Developed, Medium Intensity",Fodder Grass: Rainfed,94,133,107,255,10.000000000000000,9871.775593689999369
328,770,794,"Developed, Medium Intensity->Fodder Herb: Rainfed","Developed, Medium Intensity",Fodder Herb: Rainfed,138,226,154,255,1.000000000000000,987.177559369000051
329,773,797,"Developed, Medium Intensity->Other Arable Land","Developed, Medium Intensity",Other Arable Land,161,135,134,255,1.000000000000000,987.177559369000051
330,778,30,"Developed, Medium Intensity","Developed, Medium Intensity","Developed, Medium Intensity",143,231,182,255,412062.000000000000000,406778359.468999981880188
331,779,802,"Developed, Medium Intensity->Developed, High Intensity","Developed, Medium Intensity","Developed, High Intensity",160,195,186,255,600.000000000000000,592306.535620999988168
332,793,816,"Developed, High Intensity->Corn: Rainfed","Developed, High Intensity",Corn: Rainfed,175,124,53,255,1.000000000000000,987.177559369000051
333,795,818,"Developed, High Intensity->Wheat: Rainfed","Developed, High Intensity",Wheat: Rainfed,80,181,100,255,5.000000000000000,4935.887796840000192
334,800,823,"Developed, High Intensity->Other Grain: Rainfed","Developed, High Intensity",Other Grain: Rainfed,126,84,117,255,3.000000000000000,2961.532678109999779
335,802,825,"Developed, High Intensity->Fiber Crop: Rainfed","Developed, High Intensity",Fiber Crop: Rainfed,114,118,130,255,1.000000000000000,987.177559369000051
336,804,827,"Developed, High Intensity->Fodder Grass: Rainfed","Developed, High Intensity",Fodder Grass: Rainfed,81,95,41,255,3.000000000000000,2961.532678109999779
337,806,829,"Developed, High Intensity->Fodder Herb: Rainfed","Developed, High Intensity",Fodder Herb: Rainfed,126,188,88,255,3.000000000000000,2961.532678109999779
338,809,832,"Developed, High Intensity->Other Arable Land","Developed, High Intensity",Other Arable Land,148,97,68,255,1.000000000000000,987.177559369000051
339,815,31,"Developed, High Intensity","Developed, High Intensity","Developed, High Intensity",118,155,50,255,189251.000000000000000,186824340.287999987602234
340,852,32,Managed Deciduous Forest,Managed Deciduous Forest,Managed Deciduous Forest,200,164,39,255,57.000000000000000,56269.120884000003571
341,889,33,Managed Evergreen Forest,Managed Evergreen Forest,Managed Evergreen Forest,137,16,36,255,28.000000000000000,27640.971662299998570
342,926,34,Managed Mixed Forest,Managed Mixed Forest,Managed Mixed Forest,224,248,57,255,24.000000000000000,23692.261424799999077
343,937,956,Unmanaged Deciduous Forest->Corn: Rainfed,Unmanaged Deciduous Forest,Corn: Rainfed,184,93,126,255,6.000000000000000,5923.065356209999663
344,939,958,Unmanaged Deciduous Forest->Wheat: Rainfed,Unmanaged Deciduous Forest,Wheat: Rainfed,88,150,173,255,4.000000000000000,3948.710237469999811
345,944,963,Unmanaged Deciduous Forest->Other Grain: Rainfed,Unmanaged Deciduous Forest,Other Grain: Rainfed,135,53,191,255,41.000000000000000,40474.279934099999082
346,946,965,Unmanaged Deciduous Forest->Fiber Crop: Rainfed,Unmanaged Deciduous Forest,Fiber Crop: Rainfed,123,87,203,255,1.000000000000000,987.177559369000051
347,948,967,Unmanaged Deciduous Forest->Fodder Grass: Rainfed,Unmanaged Deciduous Forest,Fodder Grass: Rainfed,90,64,114,255,21.000000000000000,20730.728746699998737
348,950,969,Unmanaged Deciduous Forest->Fodder Herb: Rainfed,Unmanaged Deciduous Forest,Fodder Herb: Rainfed,134,157,161,255,2.000000000000000,1974.355118740000080
349,952,971,Unmanaged Deciduous Forest->Misc-Crop: Rainfed,Unmanaged Deciduous Forest,Misc-Crop: Rainfed,157,90,220,255,9.000000000000000,8884.598034320000806
350,953,972,Unmanaged Deciduous Forest->Other Arable Land,Unmanaged Deciduous Forest,Other Arable Land,157,66,142,255,26.000000000000000,25666.616543600001023
351,956,975,"Unmanaged Deciduous Forest->Developed, Open Space",Unmanaged Deciduous Forest,"Developed, Open Space",152,64,125,255,603.000000000000000,595268.068299000035040
352,957,976,"Unmanaged Deciduous Forest->Developed, Low Intensity",Unmanaged Deciduous Forest,"Developed, Low Intensity",154,134,116,255,844.000000000000000,833177.860106999985874
353,958,977,"Unmanaged Deciduous Forest->Developed, Medium Intensity",Unmanaged Deciduous Forest,"Developed, Medium Intensity",104,114,123,255,916.000000000000000,904254.644381999969482
354,959,978,"Unmanaged Deciduous Forest->Developed, High Intensity",Unmanaged Deciduous Forest,"Developed, High Intensity",156,126,194,255,327.000000000000000,322807.061914000019897
355,963,35,Unmanaged Deciduous Forest,Unmanaged Deciduous Forest,Unmanaged Deciduous Forest,135,93,197,255,30281.000000000000000,29892723.675200000405312
356,966,984,Unmanaged Deciduous Forest->Shrubland,Unmanaged Deciduous Forest,Shrubland,86,72,210,255,24.000000000000000,23692.261424799999077
357,967,985,Unmanaged Deciduous Forest->Grassland,Unmanaged Deciduous Forest,Grassland,76,147,211,255,819.000000000000000,808498.421122999978252
358,968,986,"Unmanaged Deciduous Forest->Rock, Ice, Desert",Unmanaged Deciduous Forest,"Rock, Ice, Desert",100,160,182,255,467.000000000000000,461011.920225000008941
359,969,987,Unmanaged Deciduous Forest->Open Water,Unmanaged Deciduous Forest,Open Water,133,168,135,255,3.000000000000000,2961.532678109999779
360,973,991,Unmanaged Evergreen Forest->Corn: Rainfed,Unmanaged Evergreen Forest,Corn: Rainfed,150,92,65,255,3.000000000000000,2961.532678109999779
361,975,993,Unmanaged Evergreen Forest->Wheat: Rainfed,Unmanaged Evergreen Forest,Wheat: Rainfed,54,150,112,255,6.000000000000000,5923.065356209999663
362,980,998,Unmanaged Evergreen Forest->Other Grain: Rainfed,Unmanaged Evergreen Forest,Other Grain: Rainfed,101,52,129,255,80.000000000000000,78974.204749500000617
363,982,1000,Unmanaged Evergreen Forest->Fiber Crop: Rainfed,Unmanaged Evergreen Forest,Fiber Crop: Rainfed,89,87,142,255,1.000000000000000,987.177559369000051
364,984,1002,Unmanaged Evergreen Forest->Fodder Grass: Rainfed,Unmanaged Evergreen Forest,Fodder Grass: Rainfed,56,63,53,255,11.000000000000000,10858.953153099999327
365,986,1004,Unmanaged Evergreen Forest->Fodder Herb: Rainfed,Unmanaged Evergreen Forest,Fodder Herb: Rainfed,100,157,100,255,10.000000000000000,9871.775593689999369
366,988,1006,Unmanaged Evergreen Forest->Misc-Crop: Rainfed,Unmanaged Evergreen Forest,Misc-Crop: Rainfed,123,89,158,255,15.000000000000000,14807.663390499999878
367,989,1007,Unmanaged Evergreen Forest->Other Arable Land,Unmanaged Evergreen Forest,Other Arable Land,123,66,80,255,10.000000000000000,9871.775593689999369
368,992,1010,"Unmanaged Evergreen Forest->Developed, Open Space",Unmanaged Evergreen Forest,"Developed, Open Space",118,64,64,255,1380.000000000000000,1362305.031930000055581
369,993,1011,"Unmanaged Evergreen Forest->Developed, Low Intensity",Unmanaged Evergreen Forest,"Developed, Low Intensity",120,134,54,255,1223.000000000000000,1207318.155109999934211
370,994,1012,"Unmanaged Evergreen Forest->Developed, Medium Intensity",Unmanaged Evergreen Forest,"Developed, Medium Intensity",70,113,62,255,1296.000000000000000,1279382.116940000094473
371,995,1013,"Unmanaged Evergreen Forest->Developed, High Intensity",Unmanaged Evergreen Forest,"Developed, High Intensity",122,126,132,255,595.000000000000000,587370.647823999985121
372,1000,36,Unmanaged Evergreen Forest,Unmanaged Evergreen Forest,Unmanaged Evergreen Forest,67,92,74,255,104151.000000000000000,102815529.986000001430511
373,1002,1019,Unmanaged Evergreen Forest->Shrubland,Unmanaged Evergreen Forest,Shrubland,52,71,148,255,259.000000000000000,255678.987875999999233
374,1003,1020,Unmanaged Evergreen Forest->Grassland,Unmanaged Evergreen Forest,Grassland,42,147,150,255,1233.000000000000000,1217189.930699999909848
375,1004,1021,"Unmanaged Evergreen Forest->Rock, Ice, Desert",Unmanaged Evergreen Forest,"Rock, Ice, Desert",66,160,120,255,983.000000000000000,970395.540858999942429
376,1011,1028,Unmanaged Mixed Forest->Wheat: Rainfed,Unmanaged Mixed Forest,Wheat: Rainfed,21,205,120,255,2.000000000000000,1974.355118740000080
377,1016,1033,Unmanaged Mixed Forest->Other Grain: Rainfed,Unmanaged Mixed Forest,Other Grain: Rainfed,67,107,138,255,1.000000000000000,987.177559369000051
378,1020,1037,Unmanaged Mixed Forest->Fodder Grass: Rainfed,Unmanaged Mixed Forest,Fodder Grass: Rainfed,22,118,61,255,2.000000000000000,1974.355118740000080
379,1024,1041,Unmanaged Mixed Forest->Misc-Crop: Rainfed,Unmanaged Mixed Forest,Misc-Crop: Rainfed,89,144,167,255,2.000000000000000,1974.355118740000080
380,1025,1042,Unmanaged Mixed Forest->Other Arable Land,Unmanaged Mixed Forest,Other Arable Land,89,121,89,255,2.000000000000000,1974.355118740000080
381,1028,1045,"Unmanaged Mixed Forest->Developed, Open Space",Unmanaged Mixed Forest,"Developed, Open Space",85,119,72,255,42.000000000000000,41461.457493499998236
382,1029,1046,"Unmanaged Mixed Forest->Developed, Low Intensity",Unmanaged Mixed Forest,"Developed, Low Intensity",86,189,63,255,50.000000000000000,49358.877968399996462
383,1030,1047,"Unmanaged Mixed Forest->Developed, Medium Intensity",Unmanaged Mixed Forest,"Developed, Medium Intensity",36,168,70,255,65.000000000000000,64166.541359000002558
384,1031,1048,"Unmanaged Mixed Forest->Developed, High Intensity",Unmanaged Mixed Forest,"Developed, High Intensity",88,181,141,255,38.000000000000000,37512.747256000002380
385,1035,1052,Unmanaged Mixed Forest->Unmanaged Deciduous Forest,Unmanaged Mixed Forest,Unmanaged Deciduous Forest,116,198,141,255,4.000000000000000,3948.710237469999811
386,1037,37,Unmanaged Mixed Forest,Unmanaged Mixed Forest,Unmanaged Mixed Forest,0,202,91,255,4157.000000000000000,4103697.114300000015646
387,1038,1054,Unmanaged Mixed Forest->Shrubland,Unmanaged Mixed Forest,Shrubland,19,126,157,255,10.000000000000000,9871.775593689999369
388,1039,1055,Unmanaged Mixed Forest->Grassland,Unmanaged Mixed Forest,Grassland,8,202,158,255,83.000000000000000,81935.737427600004594
389,1040,1056,"Unmanaged Mixed Forest->Rock, Ice, Desert",Unmanaged Mixed Forest,"Rock, Ice, Desert",32,215,129,255,46.000000000000000,45410.167731000001368
390,1045,1061,Shrubland->Corn: Rainfed,Shrubland,Corn: Rainfed,216,91,98,255,125.000000000000000,123397.194921000002068
391,1047,1063,Shrubland->Wheat: Rainfed,Shrubland,Wheat: Rainfed,120,149,145,255,169.000000000000000,166833.007532999996329
392,1050,1066,Shrubland->Oil Crop: Rainfed,Shrubland,Oil Crop: Rainfed,202,162,93,255,24.000000000000000,23692.261424799999077
393,1052,1068,Shrubland->Other Grain: Rainfed,Shrubland,Other Grain: Rainfed,167,51,162,255,257.000000000000000,253704.632757999992464
394,1054,1070,Shrubland->Fiber Crop: Rainfed,Shrubland,Fiber Crop: Rainfed,155,86,175,255,43.000000000000000,42448.635052899997390
395,1056,1072,Shrubland->Fodder Grass: Rainfed,Shrubland,Fodder Grass: Rainfed,122,62,86,255,1041.000000000000000,1027651.839299999992363
396,1058,1074,Shrubland->Fodder Herb: Rainfed,Shrubland,Fodder Herb: Rainfed,166,156,133,255,110.000000000000000,108589.531531000000541
397,1060,1076,Shrubland->Misc-Crop: Rainfed,Shrubland,Misc-Crop: Rainfed,189,88,191,255,46.000000000000000,45410.167731000001368
398,1061,1077,Shrubland->Other Arable Land,Shrubland,Other Arable Land,189,65,113,255,1952.000000000000000,1926970.595889999996871
399,1064,1080,"Shrubland->Developed, Open Space",Shrubland,"Developed, Open Space",184,63,97,255,2917.000000000000000,2879596.940679999999702
400,1065,1081,"Shrubland->Developed, Low Intensity",Shrubland,"Developed, Low Intensity",186,133,87,255,3086.000000000000000,3046429.948210000060499
401,1066,1082,"Shrubland->Developed, Medium Intensity",Shrubland,"Developed, Medium Intensity",136,112,95,255,4159.000000000000000,4105671.469409999903291
402,1067,1083,"Shrubland->Developed, High Intensity",Shrubland,"Developed, High Intensity",188,125,165,255,2088.000000000000000,2061226.743960000108927
403,1071,1087,Shrubland->Unmanaged Deciduous Forest,Shrubland,Unmanaged Deciduous Forest,216,142,165,255,1321.000000000000000,1304061.555930000031367
404,1072,1088,Shrubland->Unmanaged Evergreen Forest,Shrubland,Unmanaged Evergreen Forest,176,76,153,255,1805.000000000000000,1781855.494660000083968
405,1073,1089,Shrubland->Unmanaged Mixed Forest,Shrubland,Unmanaged Mixed Forest,181,107,96,255,1127.000000000000000,1112549.109410000033677
406,1074,38,Shrubland,Shrubland,Shrubland,199,90,140,255,132991.000000000000000,131285730.797999992966652
407,1075,1090,Shrubland->Grassland,Shrubland,Grassland,108,146,183,255,236.000000000000000,232973.904011000005994
408,1076,1091,"Shrubland->Rock, Ice, Desert",Shrubland,"Rock, Ice, Desert",132,159,153,255,1572.000000000000000,1551843.123330000089481
409,1077,1092,Shrubland->Open Water,Shrubland,Open Water,165,166,107,255,4.000000000000000,3948.710237469999811
410,1081,1096,Grassland->Corn: Rainfed,Grassland,Corn: Rainfed,230,52,57,255,28.000000000000000,27640.971662299998570
411,1083,1098,Grassland->Wheat: Rainfed,Grassland,Wheat: Rainfed,134,109,104,255,59.000000000000000,58243.476002800001879
412,1086,1101,Grassland->Oil Crop: Rainfed,Grassland,Oil Crop: Rainfed,216,122,53,255,16.000000000000000,15794.840949900000851
413,1088,1103,Grassland->Other Grain: Rainfed,Grassland,Other Grain: Rainfed,181,12,122,255,89.000000000000000,87858.802783799997997
414,1090,1105,Grassland->Fiber Crop: Rainfed,Grassland,Fiber Crop: Rainfed,169,46,134,255,48.000000000000000,47384.522849699998915
415,1092,1107,Grassland->Fodder Grass: Rainfed,Grassland,Fodder Grass: Rainfed,136,23,45,255,294.000000000000000,290230.202454000012949
416,1094,1109,Grassland->Fodder Herb: Rainfed,Grassland,Fodder Herb: Rainfed,180,116,92,255,79.000000000000000,77987.027190099994186
417,1096,1111,Grassland->Misc-Crop: Rainfed,Grassland,Misc-Crop: Rainfed,203,49,151,255,14.000000000000000,13820.485831199999666
418,1097,1112,Grassland->Other Arable Land,Grassland,Other Arable Land,203,25,73,255,25.000000000000000,24679.438984199998231
419,1100,1115,"Grassland->Developed, Open Space",Grassland,"Developed, Open Space",198,23,56,255,560.000000000000000,552819.433245999971405
420,1101,1116,"Grassland->Developed, Low Intensity",Grassland,"Developed, Low Intensity",200,93,47,255,554.000000000000000,546896.367889999994077
421,1102,1117,"Grassland->Developed, Medium Intensity",Grassland,"Developed, Medium Intensity",150,73,54,255,955.000000000000000,942754.569197000004351
422,1103,1118,"Grassland->Developed, High Intensity",Grassland,"Developed, High Intensity",202,85,125,255,471.000000000000000,464960.630462999979500
423,1107,1122,Grassland->Unmanaged Deciduous Forest,Grassland,Unmanaged Deciduous Forest,230,102,125,255,20.000000000000000,19743.551187400000344
424,1108,1123,Grassland->Unmanaged Evergreen Forest,Grassland,Unmanaged Evergreen Forest,190,36,113,255,21.000000000000000,20730.728746699998737
425,1109,1124,Grassland->Unmanaged Mixed Forest,Grassland,Unmanaged Mixed Forest,195,68,56,255,6.000000000000000,5923.065356209999663
426,1110,1125,Grassland->Shrubland,Grassland,Shrubland,132,31,141,255,723.000000000000000,713729.375423999968916
427,1111,39,Grassland,Grassland,Grassland,227,11,59,255,18787.000000000000000,18546104.807900000363588
428,1112,1126,"Grassland->Rock, Ice, Desert",Grassland,"Rock, Ice, Desert",146,119,113,255,1366.000000000000000,1348484.546099999919534
429,1117,1131,"Rock, Ice, Desert->Corn: Rainfed","Rock, Ice, Desert",Corn: Rainfed,135,130,66,255,3.000000000000000,2961.532678109999779
430,1119,1133,"Rock, Ice, Desert->Wheat: Rainfed","Rock, Ice, Desert",Wheat: Rainfed,40,187,113,255,8.000000000000000,7897.420474950000425
431,1122,1136,"Rock, Ice, Desert->Oil Crop: Rainfed","Rock, Ice, Desert",Oil Crop: Rainfed,122,200,62,255,3.000000000000000,2961.532678109999779
432,1124,1138,"Rock, Ice, Desert->Other Grain: Rainfed","Rock, Ice, Desert",Other Grain: Rainfed,86,90,131,255,15.000000000000000,14807.663390499999878
433,1126,1140,"Rock, Ice, Desert->Fiber Crop: Rainfed","Rock, Ice, Desert",Fiber Crop: Rainfed,74,124,143,255,3.000000000000000,2961.532678109999779
434,1128,1142,"Rock, Ice, Desert->Fodder Grass: Rainfed","Rock, Ice, Desert",Fodder Grass: Rainfed,41,101,54,255,19.000000000000000,18756.373628000001190
435,1130,1144,"Rock, Ice, Desert->Fodder Herb: Rainfed","Rock, Ice, Desert",Fodder Herb: Rainfed,86,194,101,255,7.000000000000000,6910.242915580000044
436,1132,1146,"Rock, Ice, Desert->Misc-Crop: Rainfed","Rock, Ice, Desert",Misc-Crop: Rainfed,108,127,160,255,3.000000000000000,2961.532678109999779
437,1133,1147,"Rock, Ice, Desert->Other Arable Land","Rock, Ice, Desert",Other Arable Land,108,103,82,255,4.000000000000000,3948.710237469999811
438,1136,1150,"Rock, Ice, Desert->Developed, Open Space","Rock, Ice, Desert","Developed, Open Space",104,101,65,255,25.000000000000000,24679.438984199998231
439,1137,1151,"Rock, Ice, Desert->Developed, Low Intensity","Rock, Ice, Desert","Developed, Low Intensity",105,171,56,255,43.000000000000000,42448.635052899997390
440,1138,1152,"Rock, Ice, Desert->Developed, Medium Intensity","Rock, Ice, Desert","Developed, Medium Intensity",55,151,63,255,65.000000000000000,64166.541359000002558
441,1139,1153,"Rock, Ice, Desert->Developed, High Intensity","Rock, Ice, Desert","Developed, High Intensity",107,163,134,255,37.000000000000000,36525.569696600003226
442,1146,1160,"Rock, Ice, Desert->Shrubland","Rock, Ice, Desert",Shrubland,38,109,150,255,538.000000000000000,531101.526940000010654
443,1147,1161,"Rock, Ice, Desert->Grassland","Rock, Ice, Desert",Grassland,27,184,151,255,9.000000000000000,8884.598034320000806
444,1148,40,"Rock, Ice, Desert","Rock, Ice, Desert","Rock, Ice, Desert",38,167,77,255,4600.000000000000000,4541016.773099999874830
445,1153,1166,Open Water->Corn: Rainfed,Open Water,Corn: Rainfed,123,61,110,255,1.000000000000000,987.177559369000051
446,1155,1168,Open Water->Wheat: Rainfed,Open Water,Wheat: Rainfed,28,119,157,255,7.000000000000000,6910.242915580000044
447,1160,1173,Open Water->Other Grain: Rainfed,Open Water,Other Grain: Rainfed,74,21,174,255,6.000000000000000,5923.065356209999663
448,1166,1179,Open Water->Fodder Herb: Rainfed,Open Water,Fodder Herb: Rainfed,74,126,145,255,1.000000000000000,987.177559369000051
449,1172,1185,"Open Water->Developed, Open Space",Open Water,"Developed, Open Space",92,33,109,255,6.000000000000000,5923.065356209999663
450,1174,1187,"Open Water->Developed, Medium Intensity",Open Water,"Developed, Medium Intensity",43,82,107,255,2.000000000000000,1974.355118740000080
451,1175,1188,"Open Water->Developed, High Intensity",Open Water,"Developed, High Intensity",95,95,177,255,3.000000000000000,2961.532678109999779
452,1180,1193,Open Water->Unmanaged Evergreen Forest,Open Water,Unmanaged Evergreen Forest,84,46,165,255,1.000000000000000,987.177559369000051
